Behavior,Refined_behavior,Response
How do you get rid of oil stains from YELLOW fabric?,"How do you get rid of oil stains from YELLOW fabric?
Stain type: <mask:8>.
Fabric color: YELLOW.
Removal method: <mask:12>.","
Stain type:  Oil.
Fabric type:  Fabric.
Fabric color: YELLOW.
Removal method:  Blot with a clean cloth, then wash with cold water."
"Edit the incorrect text.

Input:
She was delighted with surprising announcement.","Edit the incorrect text.
Original: She was delighted with surprising announcement.
Corrected subject: <mask:5>.
Correct verb phrase: <mask:10>.
Corrected final sentence: <mask:18>.","Original: She was delighted with surprising announcement.
Corrected subject: 
Original subject: She.
Correct verb phrase: 
was delighted by the (article) surprising announcement.
Corrected final sentence: 
She was delighted by the surprising announcement.

She was delighted by the surprising announcement."
"Recommend an appropriate follow-up action.

Input:
We've received a customer complaint about a delivery delay.","Recommend an appropriate follow-up action.
Situation: We've received a customer complaint about a delivery delay.
Considerations: <mask:8>.
Action plan: <mask:10>.","uation: We've received a customer complaint about a delivery delay.
Considerations: 
Customer satisfaction, loyalty, and reputation.
Action plan: 
Provide a refund or compensation to resolve the issue."
Differentiate between an imbroglio and a quagmire.,"Differentiate between an imbroglio and a quagmire.
Definition of imbroglio: <mask:8>.
Definition of quagmire: <mask:10>.
Key difference: <mask:12>.","
Definition of imbroglio: 
A state of great disorder or confusion.
Definition of quagmire: 
A deep, soft area of bog or mud.
Key difference: 
An imbroglio is a state of confusion or disorder."
"For the given use case, explain how AI can be used.

Input:
We want to reduce our customer support response time.","For the given use case, explain how AI can be used.
Use case: We want to reduce our customer support response time.
Approach: <mask:8>.
Benefits: <mask:12>.
Implementation: <mask:16>."," case: We want to reduce our customer support response time.
Approach: 
Use AI to automate customer support responses.
Benefits: 
Reduced response time, improved customer satisfaction, and increased efficiency.
Implementation: 
Implement AI-powered chatbots and automated response systems to handle common customer support inquiries."
"What is the best way to store certain types of food?

Input:
Cheese","What is the best way to store certain types of food?
Item: Cheese
Storage method clue: <mask:8>.
Storage environment clue: <mask:10>.",": Cheese
Storage method clue:  Place it in an airtight container or wrap.
Storage environment clue:  Keep it in a cool, dry place or refrigerator."
Identify an advantage of online learning.,"Identify an advantage of online learning.
Advantage: <mask:10>.","
Advantage:  Online learning allows students to learn at their own pace."
What advice would you give for finding an internship?,"What advice would you give for finding an internship?
Step 1: Research companies and industries that interest you.
Step 2: Identify <mask:2> relevant internships.
Step 3: Prepare your application materials, including a <mask:5>.
Step 4: Network and reach out to potential contacts in your field.
Advice summary: <mask:10>.","
Step 1: Research companies and industries that interest you.
Step 2: Identify 10 relevant internships.
Step 3: Prepare your application materials, including a 2-page resume and portfolio.
Step 4: Network and reach out to potential contacts in your field.
Advice summary:  Research, identify internships, prepare materials, and network."
Construct a model of an atom,"Construct a model of an atom.
Step 1: Choose a medium for your model (e.g., clay, paper).
Step 2: Represent the nucleus using <mask:10> of material.
Step 3: Indicate electrons orbiting the nucleus with <mask:12>.
Step 4: Label the nucleus and electron orbits in your model.",".
Step 1: Choose a medium for your model (e.g., clay, paper).
Step 2: Represent the nucleus using 1-2 balls of clay or a small piece of material.
Step 3: Indicate electrons orbiting the nucleus with 1-2 smaller balls of clay or small pieces of material.
Step 4: Label the nucleus and electron orbits in your model."
"Design a movie poster for the film ""Cabin in the Woods""","Design a movie poster for the film ""Cabin in the Woods""
Title: <mask:10>
Tagline: <mask:14>
Main characters: <mask:12>
Visual elements: <mask:16>","
Title: 
- ""Cabin in the Woods""

Tagline: 
- ""A mysterious encounter in a cabin in the woods""

Main characters: 
- A young woman
- A mysterious old man

Visual elements: 
- A rustic cabin
- A young woman
- A mysterious old man"
"Pretend you are a customer and write a review for this product.

Input:
The product is a laptop computer.","Pretend you are a customer and write a review for this product.
Product: A laptop computer.
Review start: <mask:10>.
Pros: <mask:12>.
Cons: <mask:12>.","Product: A laptop computer.
Review start: 
I recently purchased a laptop computer from XYZ Electronics.
Pros: 
- Fast performance
- Compact design
- Excellent display.
Cons: 
- High price
- Limited storage
- Battery life."
Write a short thriller story.,"Write a short thriller story.
Setting: A quiet suburban neighborhood on a stormy night.
Character introduction: <mask:12>.
Inciting incident: <mask:15>.
Plot twist: <mask:18>.","
Setting: A quiet suburban neighborhood on a stormy night.
Character introduction:  A young woman, Sarah, is home alone in her apartment.
Inciting incident:  She hears a noise outside her window and sees a figure lurking in the darkness.
Plot twist:  The figure is revealed to be a serial killer who has been stalking her for the past year."
"Use the input to create a haiku poem.

Input:
The sound of the cicadas","Use the input to create a haiku poem.
Input: The sound of the cicadas
Line 1: <mask:8>
Line 2: <mask:8>
Line 3: <mask:8>","Input: The sound of the cicadas
Line 1: 
The sound of the cicadas
Line 2: 
Echoes through the summer's heat
Line 3: 
Nature's symphony in the trees."
Give a meaningful example of how a company could use customer feedback data.,"Give a meaningful example of how a company could use customer feedback data.
Example scenario: A company wants to improve customer satisfaction.
Step 1: Collect customer feedback through surveys.
Step 2: Analyze the feedback to identify common issues (<mask:8>).
Step 3: Develop targeted improvements based on the analysis (<mask:10>).
Step 4: Implement the changes and track their impact on customer satisfaction (<mask:12>).","
Example scenario: A company wants to improve customer satisfaction.
Step 1: Collect customer feedback through surveys.
Step 2: Analyze the feedback to identify common issues (e.g., delivery times, product quality).
Step 3: Develop targeted improvements based on the analysis (e.g., reducing delivery times, enhancing product quality).
Step 4: Implement the changes and track their impact on customer satisfaction (e.g., through follow-up surveys or monitoring customer feedback metrics)."
"Generate a creative proverb using the keywords ""expectations"" and ""success"".","Generate a creative proverb using the keywords ""expectations"" and ""success"".
Keyword 1: expectations
Keyword 2: success
Proverb: <mask:12>.","Keyword 1: expectations
Keyword 2: success
Proverb: 
In the heart of your expectations lie the seeds of success."
Compare and contrast two different approaches to machine learning.,"Compare and contrast two different approaches to machine learning.
Approach 1: <mask:12>.
Approach 2: <mask:12>.
Key similarities: <mask:12>.
Key differences: <mask:12>.","
Approach 1:  Supervised learning - focuses on making predictions based on labeled data.
Approach 2:  Unsupervised learning - focuses on discovering patterns in unlabeled data.
Key similarities:  Both approaches involve using algorithms to learn from data and make predictions.
Key differences:  Supervised learning requires labeled data, while unsupervised learning does not."
List 3 advantages of cloud computing.,"List 3 advantages of cloud computing.
Advantage 1: <mask:8>.
Advantage 2: <mask:10>.
Advantage 3: <mask:12>.","
Advantage 1:  Cloud computing helps businesses reduce their IT costs.
Advantage 2:  Cloud computing allows businesses to scale their IT infrastructure easily.
Advantage 3:  Cloud computing provides businesses with greater flexibility in managing their IT resources."
What does the phrase 'give-and-take' mean?,"What does the phrase 'give-and-take' mean?
Definition clue: <mask:8>.
Example usage: <mask:16>.","
Definition clue: 
The exchange of ideas or counterarguments.
Example usage: 
The two teams were evenly matched in the give-and-take of the debate."
Think of a creative name for a travel blog,"Think of a creative name for a travel blog.
Blog focus: Adventure travel.
Name idea: <mask:12>.
Another idea: <mask:12>.",".
Blog focus: Adventure travel.
Name idea: 
Adventurous Travels: A Journey of Wanderlust.
Another idea: 
Adventurous Travels: A Journey of Wanderlust."
"Find the assembly instructions for creating the given product

Input:
L-shaped computer desk","Find the assembly instructions for creating the given product.
Product: L-shaped computer desk
Step 1: Gather all necessary <mask:10> from the provided kit.
Step 2: Lay out the <mask:8> pieces in a way that they form the base structure.
Step 3: Secure the <mask:6> legs to the corners of the base using the included screws.
Step 4: Attach the <mask:4> support beams to the sides to create the L-shape.","Product: L-shaped computer desk
Step 1: Gather all necessary 2x4s, corner pieces, and screws from the provided kit.
Step 2: Lay out the 2x4s and attach the corner pieces in a way that they form the base structure.
Step 3: Secure the 4 2x4s legs to the corners of the base using the included screws.
Step 4: Attach the 2x4s support beams to the sides to create the L-shape."
List 5 common bacteria species.,"List 5 common bacteria species.
Species 1: <mask:10>.
Species 2: <mask:10>.
Species 3: <mask:10>.
Species 4: <mask:10>.
Species 5: <mask:10>.","
Species 1:  E. coli 0157:H7.
Species 2:  E. coli 0157:H7.
Species 3:  E. coli 0157:H7.
Species 4:  E. coli 0157:H7.
Species 5:  E. coli 0157:H7."
Is it possible to get a back-up for water tanks?,"Is it possible to get a back-up for water tanks?
Context: A remote cabin relies on two water tanks for its supply.
Question: <mask:8>.
Solution approach: <mask:12>.","
Context: A remote cabin relies on two water tanks for its supply.
Question:  Create a backup system for the water supply.
Solution approach:  Identify possible ways to create a backup system for the water supply."
"Develop the following ideas into a short story.

Input:
A vampire cursed to never get satisfaction from drinking blood.","Develop the following ideas into a short story.
Main character: A vampire cursed to never get satisfaction from drinking blood.
Setting: <mask:12>.
Conflict: <mask:16>.
Resolution: <mask:20>."," character: A vampire cursed to never get satisfaction from drinking blood.
Setting:  A small town where the vampire lives and is feared by humans.
Conflict:  The vampire is unable to find satisfaction from drinking blood and wants to break the curse.
Resolution:  The vampire makes friends with a local human and they work together to find a way to break the curse."
"Insert appropriate compound words into the text.

Input:
He drove the car to the store and then went food shopping.","Insert appropriate compound words into the text.
He drove the <mask:car> to the store and then went <mask:food> shopping.",car> to the store and then went <mask:food> shopping.
"Identify the capital city from the following passage.

Input:
The population of Zimbabwae is over 14 million.","Identify the capital city from the following passage.
Input: The population of Zimbabwae is over 14 million.
City name: <mask:8>.","Input: The population of Zimbabwae is over 14 million.
City name:  The capital city of Zimbabwe is Harare."
"Create a list of five questions to ask the CEO in the upcoming meeting

Input:
Upcoming meeting with CEO","Create a list of five questions to ask the CEO in the upcoming meeting.
Step 1: <mask:10>.
Step 2: <mask:12>.
Step 3: <mask:14>.
Step 4: <mask:16>.
Step 5: <mask:18>.","
Step 1: 
Ask the CEO about the company's financial performance.
Step 2: 
Ask the CEO about the company's recent projects and initiatives.
Step 3: 
Ask the CEO about the company's key personnel and their respective roles.
Step 4: 
Ask the CEO about the company's current challenges and how they are being addressed.
Step 5: 
Ask the CEO about the company's future plans and how they plan to achieve their goals."
Pick one random activity that a person can do when they are feeling overwhelmed.,"Pick one random activity that a person can do when they are feeling overwhelmed.
Activity options: Meditation, Taking a walk, Listening to music, Reading a book.
Reasoning clue: <mask:10>.","
Activity options: Meditation, Taking a walk, Listening to music, Reading a book.
Reasoning clue:  This activity can help calm the mind and reduce stress."
Describe the reaction of a person receiving a surprise gift.,"Describe the reaction of a person receiving a surprise gift.
Scenario: A friend unexpectedly gives a book to someone who loves reading.
Emotion shown: <mask:8>.
Body language: <mask:10>.
Thoughts expressed: <mask:12>.","
Scenario: A friend unexpectedly gives a book to someone who loves reading.
Emotion shown:  Surprise, delight, gratitude, and happiness.
Body language:  Raised eyebrows, wide eyes, and a warm smile.
Thoughts expressed:  Excitement, joy, and appreciation for the thoughtful gesture."
Describe the most used transportation device in Egypt,"Describe the most used transportation device in Egypt.
Country: Egypt.
Transportation mode: <mask:10>.
Usage context: <mask:14>.","
Country: Egypt.
Transportation mode: 
Car, motorcycle, bus, train, bicycle.
Usage context: 
Personal transportation, commercial transportation, public transportation, rural transportation, tourism."
Explain the difference between a perpetual and perpetual calendar,"Explain the difference between a perpetual and perpetual calendar.
Perpetual calendar: A type of calendar that <mask:10>.
Perpetual calendar feature: <mask:12>.
Difference: While a standard calendar <mask:16>, a perpetual calendar <mask:20>.",".
Perpetual calendar: A type of calendar that 
can be used for an indefinite period of time.
Perpetual calendar feature: 
A calendar that includes features 
of a perpetual calendar.
Difference: While a standard calendar 
has a fixed number of days and months, 
with a fixed year, a perpetual calendar 
has a variable number of days and months, 
with a year that can vary in length."
"Design a quiz game about the given topic.

Input:
American football","Design a quiz game about American football.
Game theme: <mask:12>.
Number of questions: <mask:4>.
Question 1: What is the official ball used in American football called? <mask:8>.
Question 2: How many downs does a team have to gain 10 yards? <mask:8>."," American football.
Game theme: 100 Things You Probably Didn't Know About American Football.
Number of questions: 100 questions.
Question 1: What is the official ball used in American football called? 
Answer 1: An American football.
Question 2: How many downs does a team have to gain 10 yards? 
Answer 2: 4 downs."
Name three species of animals that are found in the Sahara Desert.,"Name three species of animals that are found in the Sahara Desert.
Species 1: <mask:10>.
Species 2: <mask:10>.
Species 3: <mask:10>.","
Species 1: 
A species of animal found in the Sahara Desert.
Species 2: 
A species of animal found in the Sahara Desert.
Species 3: 
A species of animal found in the Sahara Desert."
"Select the word that has the same meaning as the bolded word.

Input:
He is a staunch supporter of the cause.

(A) enthusiastic   (B) strident   (C) vehement   (D) noisy","Select the word that has the same meaning as the bolded word.
Sentence: He is a staunch supporter of the cause.
Staunch synonym: <mask:8>.
Options: (A) enthusiastic   (B) strident   (C) vehement   (D) noisy","Sentence: He is a staunch supporter of the cause.
Staunch synonym: 
He is a supporter of the cause.
Options: (A) enthusiastic   (B) strident   (C) vehement   (D) noisy"
"Generate a title for a social media post.

Input:
Content: Reflection on the current state of the environment","Generate a title for a social media post.
Content: Reflection on the current state of the environment
Title idea: <mask:12>.
Word count goal: <mask:4>.",": Reflection on the current state of the environment
Title idea: 

Title style: Concise, informative, and engaging.
Word count goal: 5-7 words."
Create a weather report in the current region.,"Create a weather report in the current region.
Region: <mask:10>.
High temperature today: <mask:8>.
Low temperature today: <mask:8>.
Weather conditions tonight: <mask:12>.","
Region: 40°N, 74°W.
High temperature today: 25°C / 77°F.
Low temperature today: 18°C / 64°F.
Weather conditions tonight: 22°C / 72°F, with light clouds."
"Since there are several existing databases available online, what factors should be taken into account when selecting the right one?","Since there are several existing databases available online, what factors should be taken into account when selecting the right one?
Considerations:
1. <mask:10>
2. <mask:12>
3. <mask:15>
4. <mask:18>","
Considerations:
1.  Does the database contain the specific information you need?
2.  Is the database up-to-date and contains the latest information?
3.  Is the database easy to use and does it have a user-friendly interface?
4.  Does the database have a reliable source of information and is it maintained by a reputable organization?"
What is the significance of the day May 5th?,"What is the significance of the day May 5th?
Historical event: <mask:10>.
Cultural celebration: <mask:12>.
Significance in different cultures: <mask:15>.","
Historical event: 
Describe a historical event on May 5th.
Cultural celebration: 
Describe a cultural celebration that occurs on May 5th.
Significance in different cultures: 
Provide an overview of the significance of May 5th in different cultures."
Construct an SQL query to retrieve the customer identification and first name of customers who are younger than 30.,"Construct an SQL query to retrieve the customer identification and first name of customers who are younger than 30.
Query goal: Retrieve customer ID and first name.
Condition: Customers younger than <mask:12>.
Table involved: <mask:4>.
Query: <mask:20>.","
Query goal: Retrieve customer ID and first name.
Condition: Customers younger than 30.
Columns involved: customer_id, first_name.
Table involved:  age, customer_table.
Query: 
SELECT customer_id, first_name 
FROM customer_table 
WHERE age < 30."
What is the most potent psychoactive chemical in marijuana?,"What is the most potent psychoactive chemical in marijuana?
Chemical class: <mask:10>.
Common name: <mask:8>.
Mechanism of action: <mask:16>.","
Chemical class:  cannabinoid.
Chemical name:  THC.
Common name:  Δ9-Tetrahydrocannabinol.
Mechanism of action:  binds to cannabinoid receptors in the brain, leading to changes in perception and mood."
"Explain the meaning of the expression ""to cross the Rubicon"".","Explain the meaning of the expression ""to cross the Rubicon"".
Historical context: Julius Caesar made a decision that could not be reversed when he <mask:7>.
Idiom meaning: <mask:10>.","
Historical context: Julius Caesar made a decision that could not be reversed when he  led his army across the Rubicon.
Idiom meaning:  To make a bold decision that can't be undone."
"Let's create a story! Start with ""Once upon a time"".","Let's create a story!
Start with: ""Once upon a time"".
Character name: <mask:12>.
Setting: <mask:16>.
Plot twist: <mask:20>.","
Start with: ""Once upon a time"".
Character name:  Lily.
Character description:  A curious and adventurous girl.
Setting:  A small village surrounded by dense forests.
Time:  A sunny autumn afternoon.
Plot twist:  Lily discovers a hidden path in the forest that leads to a magical world filled with strange creatures and wonders."
Explain why the US has a two-party system.,"Explain why the US has a two-party system.
Factors influencing the system: <mask:12>.
Key historical events: <mask:10>.
Modern implications: <mask:16>.","
Factors influencing the system: 1. Historical context, 2. Social and economic factors.
Key historical events: 1. American Revolution, 2. Civil War.
Modern implications: 1. Political representation and policy-making, 2. Public opinion and voter behavior."
Multiply 874 by 114 and round the result to the nearest integer.,"Multiply 874 by 114 and round the result to the nearest integer.
First number: 874
Second number: 114
Product before rounding: <mask:12>
Rounded product: <mask:4>","
First number: 874
Second number: 114
Product before rounding: 98556
Rounding to the nearest integer
Rounded product: 9856"
Research and list 5 popular smartphone apps,"Research and list 5 popular smartphone apps.
Category 1: Productivity apps: <mask:8>.
Category 2: Entertainment apps: <mask:10>.
Category 3: Social media apps: <mask:12>.",".
Category 1: Productivity apps: 1, 2, and 3.
Category 2: Entertainment apps: 4, 5, 6, 7.
Category 3: Social media apps: 8, 9, 10, 11."
What is the average airline ticket price from Los Angeles to San Francisco?,"What is the average airline ticket price from Los Angeles to San Francisco?
Query: From Los Angeles to San Francisco.
Price range: <mask:10>.
Currency: <mask:4>.","
Query: From Los Angeles to San Francisco.
Price range:  $500 to $1000.
Currency:  U.S. dollars."
Generate an opening sentence for a story about a 13 year old living in a mountain cabin.,"Generate an opening sentence for a story about a 13-year-old living in a mountain cabin.
Character name: <mask:10>.
Setting detail: <mask:12>.
Initial challenge: <mask:15>."," cabin.
Character name:  Lily.
Age: 13 years old.
Setting detail:  Lily lives in a small, isolated cabin high in the mountains.
Initial challenge:  Lily is struggling to find her place in the world and feels like an outsider."
Generate a process for reducing water waste,"Generate a process for reducing water waste.
Step 1: Identify areas of high water usage.
Step 2: Implement <mask:10> in residential areas.
Step 3: Educate the public on <mask:12> practices.
Step 4: Monitor and adjust strategies based on <mask:14>.",".
Step 1: Identify areas of high water usage.
Step 2: Implement  water-saving measures such as low-flow faucets and toilets in residential areas.
Step 3: Educate the public on  the importance of reducing water waste and how to implement water-saving practices.
Step 4: Monitor and adjust strategies based on  feedback and data to ensure that the measures are effective in reducing water waste."
"Compare the given parts and identify the one with the highest performance.

Input:
NVIDIA GeForce RTX 2060 Super vs NVIDIA GeForce RTX 2070","Compare the given parts and identify the one with the highest performance.
Graphics Card 1: NVIDIA GeForce RTX 2060 Super
Graphics Card 2: NVIDIA GeForce RTX 2070
Performance metric: <mask:8>
Highest performing card: <mask:4>","2060 Super
Graphics Card 2: NVIDIA GeForce RTX 2070
Performance metric: 1080p gaming performance

Highest performing card:  Graphics Card 2"
"Generate a closing paragraph for the following argument.

Input:
I believe that discrimination on the basis of gender, race, and sexuality still exists in our society. We have made a lot of progress, but there is still much to be done to ensure equal rights for everyone.","Generate a closing paragraph for the following argument.
Argument:
I believe that discrimination on the basis of gender, race, and sexuality still exists in our society. We have made a lot of progress, but there is still much to be done to ensure equal rights for everyone.
Closing thoughts: <mask:16>.
Call to action: <mask:12>.","Argument:
I believe that discrimination on the basis of gender, race, and sexuality still exists in our society. We have made a lot of progress, but there is still much to be done to ensure equal rights for everyone.
Closing thoughts: 
It is important to continue to fight against discrimination and ensure equal rights for all.
Call to action: 
We must continue to work towards equality and justice for all."
"Create a program that sorts a list of numbers by smallest to largest using the insertion sort algorithm.

Input:
4, 2, 5, 1, 6","Create a program that sorts a list of numbers by smallest to largest using the insertion sort algorithm.
Input: 4, 2, 5, 1, 6
Step 1: Initialize the sorted array with the first element: <mask:5>.
Step 2: Iterate through the unsorted part of the list starting from the second element.
Step 3: For each element, compare it with the elements in the sorted part of the array: <mask:10>.
Step 4: If the current element is smaller, shift the larger elements to the right: <mask:12>.
Step 5: Insert the current element into its correct position in the sorted part: <mask:8>.","Input: 4, 2, 5, 1, 6
Step 1: Initialize the sorted array with the first element: 1 in the first position.
Step 2: Iterate through the unsorted part of the list starting from the second element.
Step 3: For each element, compare it with the elements in the sorted part of the array: 2, 4, 5, 6.
Step 4: If the current element is smaller, shift the larger elements to the right: 1, 2, _, 4, _, 5.
Step 5: Insert the current element into its correct position in the sorted part: 1, 2, _, 4."
"Predict the outcome of a game of chess given the following board.

Input:
Image of a chess board","Predict the outcome of a game of chess given the following board.
Board position:
1. <mask:4>
2. <mask:4>
3. <mask:4>
4. <mask:4>
5. <mask:4>
6. <mask:4>
7. <mask:4>
8. <mask:4>
Outcome prediction: <mask:8>.",":
1. 1. e4
2. 2. e5
3. 3. e6
4. 4. e7
5. 5. e8
6. 6. e7
7. 7. e8
8. 8. e7
Outcome prediction: 
The game will end in a draw."
Analyze the impact of technology in the workplace.,"Analyze the impact of technology in the workplace.
Step 1: Identify key technological advancements.
Step 2: List industries most affected by these technologies (<mask:8>).
Step 3: Discuss positive impacts on productivity (<mask:12>).
Step 4: Address potential negative consequences on job roles (<mask:16>).","
Step 1: Identify key technological advancements.
Step 2: List industries most affected by these technologies (e.g., manufacturing, healthcare, finance).
Step 3: Discuss positive impacts on productivity (e.g., increased efficiency, data analysis, improved decision-making).
Step 4: Address potential negative consequences on job roles (e.g., automation leading to job displacement, need for reskilling of workers)."
Name a famous celebrity who is in the movie industry,"Name a famous celebrity who is in the movie industry.
Category: Entertainment.
Famous celebrity: <mask:8>.
Movie industry affiliation: <mask:12>.","
Category: Entertainment.
Famous celebrity: 
Please provide the name of the celebrity.
Movie industry affiliation: 
Please, confirm that the celebrity is in the movie industry."
Which is the most popular programming language as of 2021?,"Which is the most popular programming language as of 2021?
Poll results show it's either Python, Java, or <mask:12>.
Based on recent trends, the winner is <mask:4>.","
Poll results show it's either Python, Java, or  C++.

I'm going to give you the answer.
Based on recent trends, the winner is 

...Python."
"Design a unique logo for a pet store using the provided name.

Input:
Pet Paradise","Design a unique logo for a pet store using the provided name.
Store Name: Pet Paradise
Concept idea: <mask:12>.
Color scheme: <mask:8>.
Logo elements: <mask:16>."," Name: Pet Paradise
Concept idea: 
A playful and whimsical logo that represents the joy of pets.
Color scheme: 
Soft blues, greens, and whites.
Logo elements: 
A stylized image of a pet or a leaf, with a playful font."
Generate a list of activities that you can do to boost your energy.,"Generate a list of activities to boost energy.
Physical activities: <mask:12>.
Mental activities: <mask:12>.
Nutrition tips: <mask:16>."," to boost energy.
Physical activities: 
Walking, jogging, cycling, swimming, yoga, dancing.
Mental activities: 
Meditation, mindfulness, reading, puzzles, brain games.
Nutrition tips: 
Eat a balanced diet, drink plenty of water, avoid excessive caffeine and sugar."
"Fill in the blank.

The newspaper reported that the policy would have __ consequences.","Fill in the blank.
Sentence: The newspaper reported that the policy would have <mask:12> consequences.","Sentence: The newspaper reported that the policy would have  _______ effects on the economy, with both positive and negative consequences."
"Generate a rap verse that includes the keywords ""boom boom boom""","Generate a rap verse that includes the keywords ""boom boom boom"".
Verse structure:
1. Intro: <mask:8>
2. Line 1: <mask:12>
3. Line 2: <mask:12>
4. Line 3: <mask:12>
5. Line 4: <mask:12>
6. Outro: <mask:8>",""".
Verse structure:
1. Intro: 1x ""boom boom boom""
2. Line 1: 5 words, 1x ""boom boom boom""
3. Line 2: 5 words, 1x ""boom boom boom""
4. Line 3: 5 words, 1x ""boom boom boom""
5. Line 4: 5 words, 1x ""boom boom boom""
6. Outro: 1x ""boom boom boom"""
"Classify the following movies by genre.

Input:
The Godfather, Forrest Gump","Classify the following movies by genre.
Movies: The Godfather, Forrest Gump
Genre 1: <mask:10>.
Genre 2: <mask:10>.","Movies: The Godfather, Forrest Gump
Genre 1: 
The Godfather: Crime, Crime, Drama.
Genre 2: 
Forrest Gump: Drama,Romance."
"Create two social media posts that emphasize the features of the given product.

Input:
Portable Power Bank","Create two social media posts that emphasize the features of the given product.
Product: Portable Power Bank
Post 1 headline: <mask:10>
Post 1 body: <mask:24>
Post 2 headline: <mask:10>
Post 2 body: <mask:24>","Product: Portable Power Bank
Post 1 headline: 
""Stay Connected, No Matter What""

Post 1 body: 
Our portable power bank is designed to keep your devices powered up, even when you're out on the go.

Post 2 headline: 
""Power Up, Anytime, Anywhere""

Post 2 body: 
Our portable power bank is easy to carry and easy to use, so you can stay powered up wherever you are."
"Take the following list and sort it in ascending order.

Input:
[128, 2, 5, 9, 23]","Take the following list and sort it in ascending order.
Input: [128, 2, 5, 9, 23]
First number: <mask:7>.
Second number: <mask:8>.
Third number: <mask:9>.
Fourth number: <mask:10>.
Fifth number: <mask:11>.","Input: [128, 2, 5, 9, 23]
First number: 2, smallest number: 2.
Second number: 5, second smallest number: 5.
Third number: 9,  third smallest number: 9.
Fourth number: 23, fourth smallest number: 23.
Fifth number: 128, largest number: 128."
"Generate a mnemonic for remembering this list of items.

Input:
red, blue, green, yellow","Generate a mnemonic for remembering this list of items.
Items: red, blue, green, yellow
Mnemonic clue: <mask:10>."," red, blue, green, yellow
Mnemonic clue: 

Hint: Remember the colors of the rainbow."
Suggest a diet plan that is both healthy and affordable.,"Suggest a diet plan that is both healthy and affordable.
Objective: Create a meal plan for one week.
Breakfast options: <mask:10>.
Lunch options: <mask:10>.
Dinner options: <mask:12>.
Snack options: <mask:8>.","
Objective: Create a meal plan for one week.
Breakfast options:  oatmeal, eggs, toast, fruits, and yogurt.
Lunch options:  salads, chicken, fish, tofu, and vegetables.
Dinner options:  chicken, fish, tofu, rice, pasta, and vegetables.
Snack options:  fruits, nuts, yogurt, and vegetables."
List five safari animals,"List five safari animals
Category 1: <mask:8>
Category 2: <mask:8>
Category 3: <mask:8>","
Category 1: 
- Lion 
- Elephant 
Category 2: 
- Giraffe
- Rhino 
Category 3: 
- Leopard 
- Zebra"
"This is an editing task. Identify the mistakes in the given sentence and edit it

Input:
She cutted the apples into small slices","This is an editing task. Identify the mistakes in the given sentence and edit it.
Original: She cutted the apples into small slices.
Subject: <mask:8>.
Verb: <mask:12>.
Corrected sentence: <mask:20>.","Original: She cutted the apples into small slices.
Subject:  She.
Object:  the apples.
Verb:  cutted.
Preposition phrase:  into small slices.
Corrected sentence:  She cut the apples into small slices.
Corrected sentence: She cut the apples into small slices."
"Find the associated cost of the product in the text.

Input:
The Apple iPad Pro has an 11-inch Liquid Retina is available for purchase for $799 and the 12.9-inch model isavailable for $999 and up.","Find the associated cost of the product in the text.
Product: Apple iPad Pro
Sizes: 11-inch, 12.9-inch
Price for 11-inch: <mask:8>
Price range for 12.9-inch: <mask:12>",": Apple iPad Pro
Sizes: 11-inch, 12.9-inch
Price for 11-inch: 1,099.99
Price range for 12.9-inch: 1,299 - 1,499"
Analyze the correlation between economic growth and unemployment.,"Analyze the correlation between economic growth and unemployment.
Economic data sources: <mask:10>.
Key findings: <mask:12>.
Conclusion: <mask:15>.","
Economic data sources: 
World Bank, International Monetary Fund, United Nations.
Key findings: 
There is a strong negative correlation between economic growth and unemployment.
Conclusion: 
As economic growth increases, unemployment rates tend to decrease, and vice versa."
"Summarize the article titled ""How to Free Up Disk Space on Windows 10""

Input:
https://www.howtogeek.com/125923/7-ways-to-free-up-hard-disk-space-on-windows-10/","Summarize the article titled ""How to Free Up Disk Space on Windows 10"".
Article title: How to Free Up Hard Disk Space on Windows 10
Summary length: <mask:8> sentences.
Main points: <mask:12>.","Article title: How to Free Up Hard Disk Space on Windows 10
Summary length: 100 words, 3 short sentences.
Main points: 1. Delete unnecessary files, 2. , 3."
"Create a word cloud consisting of the six most important words from the essay.

Input:
The essay is about the importance of technology in our modern lives.","Create a word cloud consisting of the six most important words from the essay.
Essay topic: The importance of technology in our modern lives.
Important words: <mask:10>, <mask:10>, <mask:10>, <mask:10>, <mask:10>, <mask:10>."," topic: The importance of technology in our modern lives.
Important words: 
1. Technology, 
2. Modern, 
3. Lives, 
4. Importance, 
5. Impact, 
6. Convenience, 
7. Communication, 
8. Education, 
9. Healthcare, 10. Productivity, 11. Entertainment, 12. Innovation."
Give three examples of terms related to quantum mechanics,"Give three examples of terms related to quantum mechanics.
Term 1: <mask:8>
Term 2: <mask:10>
Term 3: <mask:12>",".
Term 1: 

Example: Wave-particle duality

Term 2: 

Example: Heisenberg Uncertainty Principle

Term 3: 

Example: Quantum Electrodynamics (QED)"
Which is a bigger number: 9 or 10?,"Which is a bigger number: 9 or 10?
Number 1: <mask:5>.
Number 2: <mask:7>.
Comparison: <mask:10>.","
Number 1: 9 is a whole number.
Number 2: 10 is also a whole number.
Comparison: 10 is a bigger number compared to 9."
